Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Lon [°]   	Lat [°]   	RI    	Dew [°C]	Vi Te [°C]	MRI    	D [kg/m3]	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]
2522      	156.9  	-43.8 	6     	4.5     	254   	12943  	-58.705097	-62.168660	53.48 	-66.1   	-43.8     	2085.55	0.008370 	5.0     	42.5         	075        	19104    
2524      	156.7  	-43.8 	6     	4.4     	255   	12953  	-58.704931	-62.168639	53.41 	-66.2   	-43.8     	2087.05	0.008372 	5.0     	42.5         	075        	19117    
2526      	156.5  	-43.8 	6     	4.4     	256   	12963  	-58.704764	-62.168617	53.33 	-66.2   	-43.8     	2088.54	0.008373 	5.0     	42.5         	075        	19130    
2528      	156.2  	-43.8 	5     	4.4     	257   	12973  	-58.704598	-62.168596	53.26 	-66.2   	-43.8     	2090.03	0.008354 	5.0     	42.5         	075        	19144    
2530      	156.0  	-43.9 	5     	4.3     	258   	12983  	-58.704432	-62.168575	53.18 	-66.2   	-43.9     	2091.53	0.008333 	5.0     	42.5         	075        	19157    
2532      	155.7  	-43.9 	5     	4.5     	258   	12993  	-58.704265	-62.168553	53.11 	-66.3   	-43.9     	2093.03	0.008314 	5.0     	42.5         	075        	19171    
2534      	155.5  	-44.0 	5     	4.7     	258   	13003  	-58.704070	-62.168525	53.04 	-66.4   	-44.0     	2094.53	0.008294 	5.0     	42.5         	075        	19185    
2536      	155.3  	-44.0 	5     	4.9     	258   	13013  	-58.703838	-62.168489	52.98 	-66.4   	-44.0     	2096.03	0.008275 	5.0     	42.5         	075        	19201    
2538      	155.1  	-44.1 	5     	5.1     	258   	13023  	-58.703607	-62.168454	52.91 	-66.5   	-44.1     	2097.52	0.008256 	4.9     	42.5         	075        	19217    
2540      	154.8  	-44.1 	5     	5.2     	257   	13033  	-58.703375	-62.168418	52.85 	-66.6   	-44.1     	2099.00	0.008227 	4.9     	42.5         	075        	19233    
2542      	154.6  	-44.2 	5     	5.4     	257   	13043  	-58.703143	-62.168382	52.79 	-66.7   	-44.2     	2100.49	0.008176 	4.9     	42.5         	075        	19249    
2544      	154.4  	-44.2 	5     	5.6     	257   	13053  	-58.702912	-62.168346	52.72 	-66.7   	-44.2     	2101.97	0.008124 	4.9     	42.5         	075        	19266    
2546      	154.2  	-44.3 	5     	5.8     	257   	13062  	-58.702680	-62.168310	52.64 	-66.8   	-44.3     	2103.44	0.008072 	4.9     	42.5         	075        	19282    
2548      	153.9  	-44.3 	5     	5.9     	257   	13072  	-58.702448	-62.168274	52.57 	-66.9   	-44.3     	2104.92	0.008019 	4.9     	42.5         	075        	19298    
2550      	153.7  	-44.3 	5     	6.1     	257   	13082  	-58.702216	-62.168238	52.49 	-66.9   	-44.3     	2106.40	0.007966 	4.9     	42.5         	075        	19314    
2552      	153.5  	-44.3 	5     	6.2     	255   	13092  	-58.701985	-62.168202	52.41 	-67.0   	-44.3     	2107.86	0.007913 	4.9     	42.5         	075        	19330    
2554      	153.2  	-44.3 	5     	6.3     	254   	13102  	-58.701753	-62.168167	52.34 	-67.0   	-44.3     	2109.34	0.007863 	4.9     	42.5         	075        	19346    
2556      	153.0  	-44.3 	5     	6.3     	253   	13112  	-58.701521	-62.168131	52.26 	-67.1   	-44.3     	2110.81	0.007817 	4.9     	42.5         	075        	19362    
2558      	152.8  	-44.4 	5     	6.4     	252   	13122  	-58.701290	-62.168095	52.19 	-67.2   	-44.4     	2112.28	0.007771 	4.9     	42.5         	075        	19378    
2560      	152.6  	-44.4 	5     	6.5     	250   	13132  	-58.701058	-62.168059	52.12 	-67.3   	-44.4     	2113.77	0.007726 	4.9     	42.5         	075        	19394    
2562      	152.3  	-44.5 	5     	6.5     	249   	13141  	-58.700826	-62.168015	52.05 	-67.3   	-44.5     	2115.25	0.007680 	4.9     	42.4         	075        	19410    
2564      	152.1  	-44.5 	5     	6.6     	248   	13151  	-58.700595	-62.167949	51.98 	-67.4   	-44.5     	2116.72	0.007635 	4.9     	42.4         	075        	19427    
2566      	151.9  	-44.6 	5     	6.7     	247   	13161  	-58.700364	-62.167883	51.92 	-67.5   	-44.6     	2118.21	0.007589 	4.9     	42.4         	075        	19443    
2568      	151.7  	-44.6 	5     	6.8     	246   	13171  	-58.700133	-62.167816	51.85 	-67.6   	-44.6     	2119.70	0.007545 	4.9     	42.4         	075        	19460    
2570      	151.4  	-44.6 	5     	6.9     	244   	13181  	-58.699901	-62.167750	51.78 	-67.6   	-44.6     	2121.18	0.007504 	4.9     	42.4         	075        	19477    
2572      	151.2  	-44.7 	5     	6.9     	244   	13191  	-58.699670	-62.167683	51.71 	-67.7   	-44.7     	2122.66	0.007464 	4.9     	42.4         	075        	19494    
2574      	151.0  	-44.7 	5     	7.0     	243   	13201  	-58.699439	-62.167617	51.64 	-67.7   	-44.7     	2124.15	0.007423 	4.9     	42.4         	075        	19510    
2576      	150.8  	-44.7 	5     	7.0     	243   	13211  	-58.699208	-62.167551	51.57 	-67.8   	-44.7     	2125.63	0.007383 	4.9     	42.4         	075        	19527    
2578      	150.6  	-44.7 	5     	7.0     	242   	13220  	-58.698977	-62.167484	51.49 	-67.8   	-44.7     	2127.10	0.007342 	4.9     	42.4         	075        	19544    
2580      	150.3  	-44.8 	5     	7.1     	242   	13230  	-58.698746	-62.167418	51.42 	-67.9   	-44.8     	2128.58	0.007301 	4.9     	42.4         	075        	19560    
2582      	150.1  	-44.8 	5     	7.1     	241   	13240  	-58.698514	-62.167352	51.35 	-68.0   	-44.8     	2130.06	0.007261 	4.9     	42.4         	075        	19577    
2584      	149.9  	-44.8 	5     	7.1     	241   	13250  	-58.698283	-62.167285	51.27 	-68.0   	-44.8     	2131.53	0.007224 	4.9     	42.4         	075        	19594    
2586      	149.7  	-44.8 	5     	7.2     	240   	13260  	-58.698052	-62.167219	51.19 	-68.0   	-44.7     	2133.01	0.007187 	4.9     	42.4         	075        	19611    
2588      	149.5  	-44.7 	5     	7.2     	240   	13270  	-58.697821	-62.167153	51.11 	-68.0   	-44.7     	2134.49	0.007150 	4.9     	42.4         	075        	19627    
2590      	149.2  	-44.7 	5     	7.2     	239   	13280  	-58.697590	-62.167086	51.03 	-68.1   	-44.7     	2135.96	0.007113 	4.9     	42.4         	075        	19644    
2592      	149.0  	-44.7 	5     	7.1     	238   	13290  	-58.697358	-62.167020	50.96 	-68.1   	-44.7     	2137.44	0.007076 	4.9     	42.4         	075        	19661    
2594      	148.8  	-44.7 	5     	7.0     	236   	13300  	-58.697156	-62.166948	50.88 	-68.1   	-44.7     	2138.90	0.007039 	4.9     	42.4         	075        	19677    
2596      	148.6  	-44.7 	5     	6.9     	235   	13309  	-58.697019	-62.166865	50.81 	-68.2   	-44.7     	2140.39	0.007009 	4.9     	42.4         	075        	19690    
2598      	148.4  	-44.8 	5     	6.8     	233   	13319  	-58.696881	-62.166782	50.74 	-68.2   	-44.8     	2141.87	0.006984 	4.9     	42.4         	075        	19704    
2600      	148.2  	-44.8 	5     	6.6     	232   	13329  	-58.696744	-62.166699	50.67 	-68.2   	-44.8     	2143.36	0.006960 	4.9     	42.4         	075        	19717    
2602      	148.0  	-44.8 	5     	6.5     	230   	13339  	-58.696607	-62.166616	50.60 	-68.3   	-44.8     	2144.84	0.006935 	4.9     	42.4         	075        	19731    
2604      	147.7  	-44.8 	5     	6.4     	228   	13349  	-58.696470	-62.166533	50.53 	-68.3   	-44.8     	2146.33	0.006910 	4.9     	42.4         	075        	19745    
2606      	147.5  	-44.8 	5     	6.3     	227   	13359  	-58.696333	-62.166450	50.46 	-68.4   	-44.8     	2147.80	0.006885 	4.9     	42.4         	075        	19758    
2608      	147.3  	-44.8 	4     	6.3     	225   	13369  	-58.696195	-62.166367	50.39 	-68.4   	-44.8     	2149.28	0.006860 	4.9     	42.4         	074        	19772    
2610      	147.1  	-44.8 	4     	6.2     	223   	13379  	-58.696058	-62.166284	50.32 	-68.5   	-44.8     	2150.76	0.006811 	4.9     	42.4         	074        	19785    
2612      	146.9  	-44.9 	4     	6.1     	222   	13389  	-58.695921	-62.166201	50.25 	-68.5   	-44.9     	2152.24	0.006752 	4.9     	42.4         	074        	19799    
2614      	146.7  	-44.9 	4     	6.1     	221   	13398  	-58.695784	-62.166118	50.17 	-68.6   	-44.9     	2153.72	0.006693 	4.9     	42.4         	074        	19813    
2616      	146.5  	-44.9 	4     	6.0     	220   	13408  	-58.695646	-62.166035	50.10 	-68.7   	-44.9     	2155.20	0.006634 	4.9     	42.4         	074        	19826    
2618      	146.2  	-44.9 	4     	5.9     	219   	13418  	-58.695509	-62.165952	50.03 	-68.7   	-44.9     	2156.67	0.006575 	4.9     	42.4         	074        	19840    
2620      	146.0  	-44.9 	4     	5.9     	218   	13428  	-58.695372	-62.165869	49.96 	-68.8   	-44.9     	2158.15	0.006516 	4.9     	42.4         	074        	19854    
2622      	145.8  	-45.0 	4     	5.8     	217   	13438  	-58.695235	-62.165786	49.89 	-68.9   	-45.0     	2159.64	0.006458 	4.9     	42.4         	074        	19867    
2624      	145.6  	-45.0 	4     	5.8     	216   	13448  	-58.695098	-62.165703	49.82 	-69.0   	-45.0     	2161.13	0.006433 	4.9     	42.4         	074        	19881    
2626      	145.4  	-45.0 	4     	5.7     	215   	13458  	-58.694962	-62.165624	49.76 	-69.0   	-45.0     	2162.62	0.006421 	4.9     	42.4         	074        	19894    
2628      	145.2  	-45.1 	4     	5.7     	214   	13468  	-58.694831	-62.165552	49.69 	-69.0   	-45.1     	2164.09	0.006408 	4.9     	42.4         	074        	19907    
2630      	145.0  	-45.1 	4     	5.6     	213   	13477  	-58.694699	-62.165481	49.63 	-69.1   	-45.1     	2165.52	0.006396 	4.7     	42.4         	074        	19920    
2632      	144.8  	-45.1 	4     	5.6     	214   	13487  	-58.694568	-62.165410	49.56 	-69.1   	-45.1     	2166.94	0.006383 	4.7     	42.4         	074        	19933    
2634      	144.6  	-45.1 	4     	5.6     	214   	13496  	-58.694436	-62.165338	49.49 	-69.1   	-45.1     	2168.35	0.006369 	4.7     	42.4         	074        	19946    
2636      	144.4  	-45.1 	4     	5.6     	215   	13505  	-58.694305	-62.165267	49.43 	-69.1   	-45.1     	2169.77	0.006355 	4.7     	42.4         	074        	19959    
2638      	144.2  	-45.1 	4     	5.6     	216   	13515  	-58.694173	-62.165195	49.36 	-69.2   	-45.1     	2171.18	0.006333 	4.7     	42.4         	074        	19972    
2640      	144.0  	-45.1 	4     	5.5     	216   	13524  	-58.694042	-62.165124	49.29 	-69.2   	-45.1     	2172.61	0.006311 	4.7     	42.4         	074        	19985    
2642      	143.8  	-45.1 	4     	5.5     	217   	13534  	-58.693911	-62.165053	49.23 	-69.2   	-45.1     	2174.02	0.006290 	4.7     	42.4         	074        	19998    
2644      	143.6  	-45.1 	4     	5.5     	218   	13543  	-58.693779	-62.164981	49.15 	-69.2   	-45.1     	2175.44	0.006267 	4.7     	42.4         	074        	20011    
2646      	143.4  	-45.1 	4     	5.5     	219   	13553  	-58.693648	-62.164910	49.08 	-69.2   	-45.1     	2176.84	0.006244 	4.7     	42.4         	074        	20023    
2648      	143.2  	-45.1 	4     	5.5     	219   	13562  	-58.693516	-62.164838	49.00 	-69.2   	-45.1     	2178.24	0.006221 	4.7     	42.4         	074        	20036    
2650      	143.0  	-45.0 	4     	5.5     	220   	13572  	-58.693385	-62.164767	48.92 	-69.2   	-45.0     	2179.65	0.006198 	4.7     	42.4         	074        	20049    
2652      	142.8  	-45.0 	4     	5.3     	222   	13581  	-58.693253	-62.164695	48.85 	-69.2   	-45.0     	2181.05	0.006179 	4.7     	42.4         	074        	20062    
2654      	142.6  	-45.0 	4     	5.2     	224   	13590  	-58.693122	-62.164624	48.77 	-69.2   	-45.0     	2182.47	0.006160 	4.7     	42.4         	074        	20075    
2656      	142.4  	-44.9 	4     	5.0     	226   	13600  	-58.692982	-62.164595	48.70 	-69.2   	-44.9     	2183.87	0.006142 	4.7     	42.4         	074        	20087    
2658      	142.2  	-45.0 	4     	4.9     	228   	13609  	-58.692840	-62.164575	48.63 	-69.3   	-45.0     	2185.29	0.006124 	4.7     	42.5         	074        	20099    
2660      	142.0  	-45.0 	4     	4.8     	230   	13619  	-58.692698	-62.164554	48.56 	-69.3   	-45.0     	2186.73	0.006106 	4.8     	42.5         	074        	20111    
2662      	141.8  	-45.0 	4     	4.6     	233   	13629  	-58.692556	-62.164534	48.49 	-69.3   	-45.0     	2188.17	0.006088 	4.8     	42.5         	074        	20124    
2664      	141.6  	-45.0 	4     	4.5     	235   	13638  	-58.692414	-62.164514	48.42 	-69.3   	-45.0     	2189.61	0.006068 	4.8     	42.5         	074        	20136    
2666      	141.4  	-45.0 	4     	4.3     	238   	13648  	-58.692272	-62.164493	48.36 	-69.4   	-45.0     	2191.04	0.006034 	4.8     	42.5         	074        	20148    
2668      	141.1  	-45.0 	4     	4.1     	241   	13657  	-58.692130	-62.164473	48.29 	-69.4   	-45.0     	2192.48	0.006000 	4.8     	42.5         	074        	20160    
2670      	140.9  	-45.0 	4     	4.0     	244   	13667  	-58.691988	-62.164453	48.22 	-69.5   	-45.0     	2193.92	0.005965 	4.8     	42.5         	074        	20172    
2672      	140.7  	-45.0 	4     	4.0     	245   	13677  	-58.691846	-62.164432	48.15 	-69.5   	-45.0     	2195.37	0.005931 	4.8     	42.5         	074        	20185    
2674      	140.5  	-45.0 	4     	4.0     	247   	13686  	-58.691704	-62.164412	48.08 	-69.6   	-45.0     	2196.81	0.005897 	4.8     	42.5         	074        	20197    
2676      	140.4  	-45.0 	4     	4.0     	249   	13696  	-58.691562	-62.164392	48.01 	-69.6   	-45.0     	2198.25	0.005862 	4.8     	42.5         	074        	20209    
2678      	140.2  	-45.0 	4     	4.0     	251   	13705  	-58.691421	-62.164372	47.95 	-69.6   	-45.0     	2199.69	0.005828 	4.8     	42.5         	074        	20221    
2680      	140.0  	-45.0 	4     	4.0     	252   	13715  	-58.691279	-62.164351	47.88 	-69.7   	-45.0     	2201.13	0.005796 	4.8     	42.5         	074        	20234    
2682      	139.8  	-45.0 	4     	4.0     	254   	13725  	-58.691137	-62.164331	47.81 	-69.7   	-45.0     	2202.57	0.005763 	4.8     	42.5         	074        	20246    
2684      	139.6  	-44.9 	4     	3.9     	256   	13734  	-58.690995	-62.164311	47.73 	-69.7   	-44.9     	2204.00	0.005729 	4.8     	42.5         	074        	20258    
2686      	139.4  	-44.9 	4     	3.9     	258   	13744  	-58.690828	-62.164288	47.65 	-69.7   	-44.9     	2205.43	0.005696 	4.8     	42.5         	074        	20271    
2688      	139.2  	-44.8 	4     	3.9     	260   	13753  	-58.690651	-62.164264	47.57 	-69.7   	-44.8     	2206.86	0.005662 	4.8     	42.5         	074        	20285    
2690      	139.0  	-44.8 	4     	3.9     	261   	13763  	-58.690473	-62.164241	47.49 	-69.7   	-44.8     	2208.30	0.005628 	4.8     	42.5         	074        	20298    
2692      	138.8  	-44.7 	4     	4.0     	260   	13773  	-58.690296	-62.164217	47.42 	-69.7   	-44.7     	2209.73	0.005594 	4.8     	42.5         	074        	20312    
2694      	138.6  	-44.7 	4     	4.1     	260   	13782  	-58.690119	-62.164194	47.34 	-69.7   	-44.7     	2211.16	0.005560 	4.8     	42.5         	074        	20326    
2696      	138.4  	-44.7 	4     	4.2     	259   	13792  	-58.689941	-62.164170	47.27 	-69.7   	-44.7     	2212.60	0.005526 	4.8     	42.5         	074        	20339    
2698      	138.2  	-44.7 	4     	4.3     	258   	13802  	-58.689764	-62.164146	47.20 	-69.8   	-44.7     	2214.05	0.005492 	4.8     	42.5         	074        	20353    
2700      	138.0  	-44.6 	4     	4.4     	257   	13811  	-58.689587	-62.164123	47.13 	-69.8   	-44.6     	2215.48	0.005458 	4.8     	42.5         	074        	20366    
2702      	137.8  	-44.6 	4     	4.4     	257   	13821  	-58.689409	-62.164099	47.05 	-69.8   	-44.6     	2216.92	0.005425 	4.8     	42.5         	074        	20380    
2704      	137.6  	-44.6 	4     	4.5     	256   	13831  	-58.689232	-62.164076	46.98 	-69.8   	-44.6     	2218.37	0.005391 	4.8     	42.5         	074        	20394    
2706      	137.4  	-44.6 	4     	4.6     	256   	13840  	-58.689054	-62.164052	46.91 	-69.8   	-44.6     	2219.80	0.005367 	4.8     	42.5         	074        	20407    
2708      	137.2  	-44.5 	4     	4.7     	255   	13850  	-58.688877	-62.164029	46.83 	-69.8   	-44.5     	2221.24	0.005356 	4.8     	42.5         	074        	20421    
2710      	137.0  	-44.5 	4     	4.8     	254   	13859  	-58.688700	-62.164005	46.76 	-69.8   	-44.5     	2222.67	0.005345 	4.8     	42.5         	074        	20434    
2712      	136.8  	-44.5 	4     	4.9     	254   	13869  	-58.688522	-62.163981	46.69 	-69.8   	-44.5     	2224.12	0.005334 	4.8     	42.5         	074        	20448    
2714      	136.7  	-44.5 	3     	4.9     	253   	13879  	-58.688345	-62.163958	46.62 	-69.8   	-44.5     	2225.56	0.005322 	4.8     	42.5         	074        	20462    
2716      	136.5  	-44.4 	3     	4.9     	252   	13888  	-58.688171	-62.163927	46.55 	-69.8   	-44.4     	2226.99	0.005311 	4.8     	42.5         	074        	20475    
2718      	136.3  	-44.4 	3     	5.0     	252   	13898  	-58.688002	-62.163886	46.48 	-69.8   	-44.4     	2228.45	0.005300 	4.8     	42.5         	074        	20489    
2720      	136.1  	-44.4 	3     	5.0     	251   	13908  	-58.687834	-62.163844	46.41 	-69.8   	-44.4     	2229.90	0.005283 	4.9     	42.5         	074        	20503    
2722      	135.9  	-44.4 	3     	5.1     	250   	13917  	-58.687665	-62.163802	46.34 	-69.8   	-44.4     	2231.37	0.005263 	4.9     	42.6         	074        	20517    
2724      	135.7  	-44.4 	3     	5.1     	250   	13927  	-58.687497	-62.163760	46.27 	-69.9   	-44.4     	2232.84	0.005243 	4.9     	42.6         	074        	20530    
2726      	135.5  	-44.4 	3     	5.2     	249   	13937  	-58.687328	-62.163718	46.20 	-69.9   	-44.4     	2234.32	0.005223 	4.9     	42.6         	074        	20544    
2728      	135.3  	-44.4 	3     	5.2     	248   	13947  	-58.687160	-62.163676	46.13 	-69.9   	-44.4     	2235.79	0.005203 	4.9     	42.6         	074        	20558    
2730      	135.1  	-44.4 	3     	5.3     	248   	13957  	-58.686991	-62.163635	46.06 	-69.9   	-44.4     	2237.27	0.005183 	4.9     	42.6         	074        	20572    
2732      	134.9  	-44.4 	3     	5.2     	247   	13967  	-58.686822	-62.163593	46.00 	-69.9   	-44.4     	2238.74	0.005163 	4.9     	42.6         	074        	20586    
